content,sentiment
"['ketika', 'sore', 'hari', 'ku', 'menikmati', 'segela', 'kopi', 'dengan', 'jaringan', 'internet', 'lancar', 'dan', 'stabil', 'dari', 'indihom', 'tetapi', 'ku', 'menyadari', 'kecepatan', 'respon', 'chat', 'gebetan', 'tidak', 'secepat', 'dan', 'selancar', 'wifi', 'indihom', 'ku']",1
"['aplikasi', 'mudah', 'di', 'pakai', 'semakin', 'mudah', 'untuk', 'segala', 'permasalahan', 'seperti', 'gangguan', 'dan', 'problem', 'lainnya', 'banyak', 'penawaran', 'menarik', 'terimakasih']",1
"['buat', 'bikin', 'laporan', 'jadi', 'cepat', 'bisa', 'cek', 'tgihan', 'langsung', 'cek', 'paket', 'dan', 'bisa', 'nambah', 'kecepatan', 'inet', 'nya', 'poko', 'nya', 'suka', 'banget', 'myindihom']",1
"['gak', 'mau', 'neko', 'neko', 'yg', 'jela', 'aplikasinya', 'cukup', 'mempermudah', 'pelanggan', 'dalam', 'bertransaksi', 'pembayaran', 'maupun', 'berinteraksi', 'melaporkan', 'gangguan', 'saya', 'udah', 'lama', 'instal', 'hari', 'setelah', 'aplikasi', 'ini', 'diluncurkan', 'kalo', 'percaya', 'yg', 'pasti', 'kalo', 'aplikasi', 'ini', 'gak', 'ada', 'manfaatnya', 'udah', 'saya', 'uninstal', 'dari', 'dulu', 'kalo', 'ajaa', 'bisa', 'udah', 'saya', 'kasi', 'bintang', 'lebih', 'dari', 'apalagi', 'kalo', 'saya', 'yg', 'menang', 'bye', 'terimakasih']",1
"['aplikasi', 'kok', 'sere', 'eror', 'trobel', 'masa', 'dari', 'semalam', 'sampai', 'hari', 'ini', 'gak', 'bisa', 'di', 'aks', 'data', 'transaksi', 'riwayatnya', 'untung', 'no', 'my', 'indihom', 'muncul', 'gak', 'muncul', 'gak', 'bakal', 'saya', 'bayar']",-1
"['aplikasi', 'memudahkan', 'untuk', 'mengetahui', 'pembayaran', 'selanjutnya', 'dan', 'banyak', 'fitur', 'fitur', 'bagu', 'di', 'dalamnya', 'dan', 'yg', 'pale', 'menarik', 'bisa', 'menukarkan', 'poin', 'menjadi', 'merchandis', 'atau', 'barang', 'yg', 'diinginkan']",1
"['myindihom', 'aplikasi', 'ini', 'sangat', 'mudah', 'digunakan', 'dan', 'sangat', 'membantu', 'bisa', 'mengetahui', 'berbagai', 'informasi', 'tentang', 'wifi', 'dari', 'aplikasi', 'ini', 'baik', 'tagihan', 'pembayaran', 'kouta', 'dan', 'memantau', 'pengguna', 'app', 'myindihom', 'juga', 'terdapat', 'banyak', 'promo', 'poin', 'myindihom', 'juga', 'bisa', 'diganti', 'dengan', 'hadiah', 'menarik', 'lainnya', 'terimakasih', 'myindihom']",1
"['telepon', 'saya', 'udah', 'berminggu', 'minggu', 'tidak', 'bisa', 'dipakai', 'tagihan', 'perbulan', 'ini', 'sudah', 'bayar', 'luna', 'sejak', 'tgl', 'tapi', 'tlp', 'ga', 'berfungsi', 'mau', 'komplain', 'lewat', 'aplikasi', 'ga', 'bisa']",-1
"['aplikasi', 'friendli', 'sangat', 'membantu', 'mengetahui', 'tagihan', 'dari', 'indihom', 'pale', 'pent', 'banyak', 'promo', 'poin', 'indihom', 'bisa', 'cepat', 'diketahui', 'lewat', 'aplikasi', 'ini', 'cuman', 'kadang', 'server', 'down', 'jadi', 'agak', 'susah', 'mengaks', 'aplikasi', 'ini', 'semoga', 'pihak', 'telkom', 'bisa', 'meningkatkannya', 'terima', 'kasih', 'indihom', 'sudah', 'melayani', 'kami']",1
"['aplikasi', 'mudah', 'di', 'gunakan', 'informasi', 'layanan', 'sudah', 'tersedia', 'untuk', 'laposan', 'gangguan', 'pun', 'juga', 'bisa', 'lewat', 'aplikasi', 'serba', 'mudah', 'untuk', 'pelayanan', 'indihom', 'lewat', 'aplikasi', 'myindihom']",1
"['dear', 'indihom', 'kata', 'anda', 'lebih', 'dari', 'perangkat', 'yang', 'terhubung', 'pada', 'jaringan', 'mbp', 'akan', 'berpengaruh', 'pada', 'speed', 'dan', 'kestabilan', 'nyatanya', 'itu', 'hoax', 'koneksi', 'tetap', 'lancar', 'tanpa', 'gangguan', 'nyatanya', 'tetap', 'lancar', 'dan', 'aman', 'digunakan', 'bersama', 'tidak', 'menyes', 'saya', 'pakai', 'indiehom', 'luv', 'luv', 'banget', 'pokonyaaaaaa']",1
"['pendaftaran', 'sangat', 'mudah', 'tampilan', 'aplikasi', 'sangat', 'mudah', 'dipahami', 'banyak', 'promo', 'yang', 'tersedia', 'dan', 'juga', 'bisa', 'tukar', 'poin', 'dengan', 'hadiah', 'menarik', 'saya', 'harap', 'kedepannya', 'myindihom', 'lebih', 'banyak', 'fitur', 'dan', 'promo', 'yang', 'menarik', 'lagi', 'kesimpulannya', 'pua', 'memakai', 'aplikasi', 'myindihom']",1
"['mantap', 'bisa', 'cek', 'pembayaran', 'tagihan', 'dan', 'bisa', 'membayar', 'melalui', 'app', 'nya', 'dan', 'juga', 'banyak', 'pilihan', 'promo', 'untuk', 'ganti', 'jeni', 'paketnya']",1
"['aplikasi', 'yang', 'memudahkan', 'untuk', 'mengetahui', 'penggunaan', 'internet', 'jumlah', 'tagihan', 'dan', 'promosi', 'saran', 'untuk', 'poin', 'bisa', 'ditukar', 'kupon', 'undian', 'seperti', 'di', 'my', 'telkomsel', 'dan', 'pengaturan', 'berlanggan', 'maupun', 'berhenti', 'berlangganan', 'bisa', 'diatur', 'di', 'aplikasi']",1
"['aplikasi', 'yg', 'sangat', 'buruk', 'dari', 'versi', 'sebelumnya', 'versi', 'yg', 'baru', 'lemot', 'sekali', 'terkesan', 'tidak', 'ada', 'manfaatnya', 'apakah', 'ini', 'disengaja', 'agar', 'konsumen', 'tidak', 'bisa', 'komplen', 'seperti', 'sebelumnya']",-1
"['aplikasi', 'sangat', 'membantu', 'karena', 'bisa', 'cek', 'pemakaian', 'poin', 'dan', 'tagihan', 'keuntungan', 'lain', 'juga', 'untuk', 'tukar', 'poin', 'di', 'plasa', 'lumayan', 'hadiahnya', 'juga', 'aplikasi', 'dari', 'bumn', 'sangat', 'baik', 'terima', 'kasih', 'indihom']",1
"['sangat', 'bagu', 'saya', 'suka', 'dengan', 'fitur', 'yang', 'dinamakan', 'mendapatkan', 'poin', 'setelah', 'berbelanja', 'di', 'myindihom', 'teru', 'ditingkatkan', 'lagi', 'yang', 'menarik']",1
"['pertama', 'kali', 'pasang', 'wifi', 'indihom', 'gatau', 'sale', 'sama', 'teknisinya', 'pada', 'jujur', 'pelayanan', 'nya', 'ramah', 'bangettt', 'kinerjanya', 'bagu', 'bgt', 'padah', 'dapet', 'info', 'promo', 'dari', 'fb', 'takut', 'di', 'tipu', 'eh', 'benerann', 'dapet', 'promo', 'mana', 'murah', 'bangettt', 'mbp', 'cuma', 'rebuu', 'keknya', 'bakalan', 'setia', 'ama', 'indihom']",1
"['aplikasi', 'my', 'indihom', 'sangat', 'membantu', 'untuk', 'pelanggan', 'lebih', 'mudah', 'membayar', 'tagihan', 'melihat', 'promo', 'menarik', 'dan', 'menukar', 'point', 'seir', 'perkembangan', 'teknolog', 'aplikasi', 'ini', 'dapat', 'membantu', 'kita', 'dan', 'mempermudah', 'dalam', 'semua', 'hal', 'mengenai', 'pengguna', 'indihom', 'terimakasih', 'ata', 'kemudahan', 'yg', 'di', 'berikan', 'oleh', 'indihom', 'terkait', 'aplikasi', 'myindihom']",1
"['dulu', 'aku', 'selalu', 'mengeluh', 'menggunakan', 'data', 'karena', 'sere', 'kali', 'lemot', 'dan', 'ada', 'aja', 'gangguan', 'dari', 'jaringan', 'nya', 'tapi', 'sekarang', 'semenjak', 'aku', 'menggunakan', 'indihom', 'kecepatan', 'internet', 'dan', 'sinyal', 'sangat', 'lah', 'kuat', 'jadi', 'tidak', 'takut', 'lagi', 'untuk', 'mendownload', 'aplikasi', 'bermain', 'game', 'menonton', 'video', 'di', 'youtub', 'dan', 'sebagai', 'nya', 'terimakasih', 'indihom', 'sudah', 'membantu', 'ku', 'dalam', 'memberikan', 'kecepatan', 'internet', 'yang', 'sangat', 'bagu', 'semoga', 'kedepan', 'nya', 'tetap', 'konsisten', 'suks', 'selalu', 'indihom']",1
"['habi', 'nolak', 'tawaran', 'naik', 'speed', 'lgsg', 'deh', 'dan', 'turun', 'speed', 'nih', 'wifi', 'pdhl', 'speed', 'bp', 'yg', 'pake', 'cmn', 'p', 'sama', 'laptop', 'doang', 'masa', 'haru', 'naik', 'speed', 'nya', 'sih', 'untung', 'aja', 'gak', 'ada', 'wifi', 'lain', 'daerah', 'sini', 'jadi', 'mau', 'gak', 'mau', 'pake', 'yg', 'ini', 'kalo', 'ada', 'yg', 'lain', 'juga', 'gak', 'bkln', 'mau', 'psg', 'yg', 'beginian']",-1
"['aplikasi', 'mudah', 'digunakan', 'cek', 'tagihan', 'dan', 'penggunaan', 'data', 'mudah', 'lapor', 'gangguan', 'lewat', 'aplikasi', 'lebih', 'mudah', 'bisa', 'pantau', 'progr', 'perbaikan', 'pemasangan', 'baru', 'tidak', 'ribet', 'bisa', 'lewat', 'aplikasi']",1
"['penanganan', 'cepat', 'beberapakali', 'pengaduan', 'langsung', 'di', 'selesaikan', 'dengan', 'cepat', 'semoga', 'kedepannya', 'lebih', 'baik', 'dan', 'banyak', 'diskon', 'menarik', 'dari', 'produk', 'indihom']",1
"['aplikasi', 'yang', 'sangat', 'berguna', 'dan', 'bermanfaat', 'sudah', 'lama', 'saya', 'menggunakannya', 'dari', 'masih', 'yang', 'versi', 'old', 'dengan', 'adanya', 'aplikasi', 'myindihom', 'saya', 'merasa', 'sangat', 'terbantu', 'karena', 'di', 'situ', 'saya', 'bisa', 'melihat', 'rincian', 'tagihan', 'melihat', 'perangkat', 'yang', 'tersambung', 'dan', 'mengetahui', 'adanya', 'promo', 'promo', 'terbaru', 'dari', 'indihom', 'dan', 'masih', 'banyak', 'lagi', 'joss', 'deh', 'pokoknya']",1
"['aplikasi', 'semakin', 'bagu', 'sudah', 'lama', 'pakai', 'aplikasi', 'ini', 'pilihan', 'menu', 'lengkap', 'dan', 'lebih', 'prakti', 'jadi', 'bisa', 'memudahkan', 'untuk', 'memantau', 'tagihan', 'atau', 'pemakaian', 'internetnya', 'mantap']",1
"['di', 'dalam', 'penggunaan', 'indihom', 'sabgat', 'baik', 'karena', 'kecepatan', 'sinyal', 'yang', 'kencang', 'apa', 'lagi', 'dengan', 'adanya', 'pelayanan', 'dengan', 'aplikasi', 'ini', 'menjadikan', 'kita', 'sebagai', 'pengguna', 'indihom', 'menjadi', 'terbantu', 'dengan', 'baik', 'akan', 'tetapi', 'sekarang', 'ini', 'krtika', 'mendekati', 'akhir', 'bulan', 'sinyal', 'wifinya', 'menjadi', 'sedikit', 'lebih', 'lelet', 'tidak', 'seperti', 'dulu', 'jadi', 'mohon', 'untuk', 'segera', 'dinoerbaiki', 'agar', 'menjadi', 'lebih', 'normal', 'lagi']",1
"['mantap', 'dari', 'awal', 'pasang', 'indihom', 'saya', 'pasang', 'juga', 'aplikasi', 'ini', 'untuk', 'memantau', 'penggunaan', 'indihom', 'saya', 'dan', 'sangat', 'membantu', 'juga', 'untuk', 'kebutuhan', 'lainnya']",1
"['terimakasih', 'sudah', 'berbenah', 'menjadi', 'lebih', 'baik', 'lagi', 'untuk', 'app', 'myindihom', 'terkadang', 'sere', 'mengalami', 'bug', 'diperbaiki', 'lagi', 'agar', 'pengguna', 'bisa', 'nyaman', 'dalam', 'mengaksesnya']",1
"['aplikasi', 'ini', 'sangat', 'membantu', 'saya', 'dalam', 'mengontrol', 'layanan', 'indihom', 'dan', 'telkomsel', 'saya', 'bisa', 'melihat', 'kapan', 'tagihan', 'dan', 'brp', 'banyak', 'tagihan', 'yang', 'saya', 'bayar', 'saya', 'juga', 'bisa', 'melihat', 'total', 'data', 'wifi', 'yang', 'digunakan']",1
"['sebenarnya', 'sudah', 'bagu', 'sekali', 'adanya', 'aplikasi', 'ini', 'hanya', 'saja', 'tidak', 'ada', 'menu', 'untuk', 'langsung', 'cek', 'alat', 'nya', 'misalkan', 'mengganti', 'password', 'atau', 'cek', 'siapa', 'saja', 'yang', 'menggunakan', 'wifi', 'kita', 'karena', 'terkadang', 'untuk', 'masuk', 'ke', 'menu', 'user', 'nya', 'susah', 'di', 'tambah', 'lagi', 'wifi', 'sekarang', 'untuk', 'kapasita', 'bp', 'menurun', 'selalu', 'gangguan', 'untuk', 'di', 'daerah', 'saya']",1
"['aplikasi', 'dengan', 'fitur', 'yang', 'cukup', 'lengkap', 'bagi', 'pelanggan', 'saya', 'banyak', 'tahu', 'info', 'tentang', 'info', 'tagihan', 'promosi', 'upgrad', 'layanan', 'keluhan', 'layanan', 'dll', 'saya', 'juga', 'bisa', 'melakukan', 'restart', 'modem', 'lewat', 'aplikasi', 'ini', 'aplikasinya', 'cukup', 'membantu', 'pelanggan', 'semoga', 'layanan', 'teru', 'dapat', 'ditingkatkan']",1
"['sangat', 'membantu', 'dan', 'sangat', 'nyaman', 'untuk', 'di', 'gunakan', 'dalam', 'media', 'digit', 'terimaksih', 'ata', 'pelayanan', 'yg', 'terbaik', 'dari', 'myindihom']",1
"['bagu', 'memuaskan', 'sinyal', 'stabil', 'wifi', 'lancar', 'walaupun', 'yg', 'paket', 'mbp', 'pertahankan']",1
"['selama', 'memilih', 'jasa', 'jaringan', 'internet', 'indihom', 'yang', 'terbaik', 'menurut', 'saya', 'dimulai', 'dari', 'cepatnya', 'petuga', 'yg', 'menangani', 'kendala', 'dan', 'kestabilan', 'internet', 'nya', 'ada', 'harga', 'ada', 'kualita']",1
"['aplikasi', 'sangat', 'membantu', 'bagi', 'saya', 'untuk', 'mengecek', 'penggunaan', 'bulanan', 'serta', 'mudah', 'melakukan', 'transaksi', 'pembayaran', 'bulanan', 'terimakasih', 'indihom']",1
"['indihom', 'the', 'best', 'pokoknya', 'di', 'tempat', 'saya', 'jarang', 'banget', 'jaringannya', 'bermasalah', 'kecuali', 'pa', 'ada', 'perbaikan', 'kecepatan', 'juga', 'oke', 'buat', 'beberapa', 'perangkat', 'tetep', 'ngebut', 'apalagi', 'bisa', 'ngecek', 'semua', 'lewat', 'aplikasi', 'my', 'indihom', 'makin', 'mudah', 'makasih', 'indihom']",1
"['tidak', 'bisa', 'digunakan', 'sinyal', 'ada', 'tapi', 'internet', 'tidak', 'bisa', 'digunakan', 'alasan', 'asik', 'nak', 'putu', 'aja', 'kabel', 'dilaut', 'sambungkanlah', 'kalo', 'pun', 'iya']",-1
"['saya', 'pelanggan', 'baru', 'indihom', 'aplikasinya', 'lengkap', 'bill', 'dan', 'pembelian', 'paket', 'bisa', 'langsung', 'disini', 'n', 'terjaga', 'teru', 'kualitasnya']",1
"['applikasi', 'bagu', 'kita', 'bisa', 'lihat', 'jumlah', 'tagihan', 'dan', 'berapa', 'jumlah', 'pemakaian', 'kuota', 'yg', 'sudah', 'digunakan', 'serta', 'terdapat', 'info', 'menarik', 'lainnya', 'seputar', 'dunia', 'indihom']",1
"['selama', 'di', 'sekolah', 'kami', 'menggunakan', 'indihom', 'semua', 'sangat', 'membantu', 'dalam', 'segala', 'hal', 'aplikasi', 'myindihom', 'juga', 'sangat', 'membantu', 'kami', 'apa', 'bila', 'ada', 'kendala', 'dan', 'kita', 'juga', 'sangat', 'terbantu', 'dalam', 'melihat', 'tagihan', 'wifi', 'kami', 'terimakasih', 'semoga', 'suks', 'selalu', 'dan', 'makin', 'maju', 'dan', 'makin', 'jaya', 'aamiin']",1
"['jelek', 'jaringan', 'suka', 'gangguan', 'mau', 'berhenti', 'sementara', 'susah', 'mau', 'dicabut', 'susah', 'suka', 'diteror', 'lewat', 'chat', 'juga', 'mahalnya', 'kebangetan', 'ga', 'dipak', 'tetep', 'haru', 'bayar', 'sangat', 'sangat', 'sangat', 'tidak', 'direkomensasikan', 'ewhhh', 'mend', 'pake', 'wifi', 'sebelah', 'deh']",-1
"['alhamdulillah', 'selama', 'covid', 'tahun', 'lalu', 'melanda', 'saya', 'tertolong', 'dengan', 'menggunakan', 'jaringan', 'dari', 'indihom', 'karena', 'sangat', 'disayangkan', 'kalau', 'saya', 'memakai', 'data', 'selul', 'untuk', 'anak', 'anak', 'belajar', 'onlin', 'dengan', 'adanya', 'indihom', 'bisa', 'menghemat', 'biaya', 'untuk', 'beli', 'data', 'selular', 'kecepatan', 'internet', 'sangat', 'cepat', 'siaran', 'tv', 'nya', 'pun', 'sangat', 'seru', 'ditonton', 'dan', 'saya', 'sekeluarga', 'sangat', 'menikmati', 'keunggulan', 'indihom', 'serta', 'pelayanan', 'nya', 'terbaik', 'terimakasih', 'indihom']",1
"['mantap', 'banget', 'kalau', 'ada', 'kendala', 'selalu', 'di', 'tanggapin', 'am', 'dan', 'langsung', 'di', 'prose', 'untuk', 'fitur', 'terbarunya', 'sangat', 'membantu', 'untuk', 'mengecek', 'tagihan', 'bulanan', 'dan', 'fup', 'nya', 'semoga', 'selalu', 'konsisten', 'dan', 'berkembang', 'ke', 'arah', 'yang', 'lebih', 'baik']",1
"['membantu', 'anak', 'anak', 'belajar', 'onlin', 'meringankan', 'ekonomi', 'daripada', 'beli', 'pulsa', 'yg', 'mahal', 'hp', 'bulan', 'tidak', 'cukup', 'ibu', 'pelayanan', 'ok', 'pokoknya', 'semoga', 'bisa', 'makin', 'lancar', 'lagi', 'tagihan', 'tidak', 'naik', 'heheh']",1
"['bagu', 'sangat', 'user', 'friendli', 'bisa', 'cek', 'pemakaian', 'dan', 'tagihan', 'bulanan', 'jadi', 'mudah', 'kontrol', 'secara', 'pribadi', 'banyak', 'menu', 'menarik', 'yg', 'tersedia', 'dan', 'updat', 'sehingga', 'tidak', 'ketinggalan', 'promo', 'dan', 'penawaran', 'terbaru', 'semoga', 'kedepan', 'fitur', 'dompet', 'indihom', 'bisa', 'launc', 'segera', 'biar', 'mudah', 'topup', 'ke', 'akun', 'sehingga', 'pembayaran', 'tagihan', 'bisa', 'langsung', 'auto', 'debet', 'tanpa', 'melalui', 'virtual', 'akun', 'bank']",1
"['aplikasi', 'yang', 'mantap', 'mempermudah', 'transaksi', 'untuk', 'mengecek', 'maupun', 'pembayaran', 'tagihan', 'langganan', 'indihom', 'bisa', 'lakukan', 'aktivasi', 'ott', 'video', 'stream', 'registrasi', 'fitur', 'tambahan', 'bisa', 'cek', 'poin', 'cek', 'info', 'pemakaian', 'dan', 'layanan', 'lainnya', 'terimakasih', 'my', 'indihom', 'solusi', 'internet', 'cepat', 'berkela', 'dan', 'cerda', 'tanpa', 'bata']",1
"['dengan', 'aplikasi', 'myindihom', 'sy', 'sangat', 'terbantu', 'krn', 'banyak', 'sekali', 'fitur', 'yg', 'disediakan', 'dari', 'mulai', 'pengecekan', 'jumlah', 'tagihan', 'bulanan', 'yg', 'hr', 'dibayarkan', 'hingga', 'jumlah', 'pemakaian', 'data', 'fitur', 'yg', 'pale', 'sere', 'sy', 'gunakan', 'adalah', 'speed', 'on', 'demand', 'dan', 'renew', 'speed', 'krn', 'kebutuhan', 'internet', 'yg', 'makin', 'hari', 'makin', 'byk', 'agar', 'pekerjaan', 'tetap', 'lancar', 'sere', 'sy', 'tambah', 'atau', 'memperbarui', 'speed', 'dgn', 'sangat', 'mudah', 'dan', 'cepat', 'semua', 'fitur', 'ini', 'bisa', 'dimanfaatkan', 'tanpa', 'haru', 'repot', 'ke', 'gerai', 'telkom', 'tetapi', 'cukup', 'klak', 'klik', 'dr', 'hp', 'kita']",1
"['kelola', 'indihom', 'dengan', 'mudah', 'nyaman', 'bisa', 'dilakukan', 'di', 'mana', 'saja', 'dan', 'kapan', 'saja', 'memenuhi', 'kebutuhan', 'indihom', 'anda', 'tanpa', 'haru', 'ke', 'mana', 'mana', 'aplikasi', 'myindihom', 'memberi', 'anda', 'kemudahan', 'dan', 'kenyamanan', 'untuk', 'mengelola', 'layanan', 'indihom', 'anda', 'tanpa', 'haru', 'keluar', 'rumah', 'terlebih', 'di', 'saat', 'haru', 'di', 'antaranya', 'mengecek', 'ketersediaan', 'layanan', 'indihom', 'di', 'lokasi', 'yang', 'diinginkan', 'registrasi', 'layanan', 'indihom', 'dan', 'memantau', 'progr', 'pemasangan', 'indihom', 'anda', 'mendapatkan', 'kemudahan', 'untuk', 'menamb']",1
"['aplikasinya', 'bagu', 'ya', 'juga', 'lengkap', 'ada', 'benefit', 'pointnya', 'juga', 'disetiap', 'pembayarannya', 'kalau', 'ada', 'keluhan', 'tentang', 'perangkat', 'langsung', 'cepat', 'tanggap', 'atau', 'fast', 'respon', 'ngga', 'nyesel', 'pake', 'perangkat', 'indihom', 'dan', 'aplikasi', 'myindihom', 'dengan', 'adanyanya', 'aplikasi', 'myindihom', 'semua', 'lebih', 'mudah', 'terima', 'kasih', 'myindihom', 'solusi', 'buat', 'dizaman', 'onlin', 'sekarang', 'ini']",1
"['sudah', 'lebih', 'setahun', 'berlangganan', 'indihom', 'selama', 'ini', 'selalu', 'pua', 'dengan', 'pelayanannya', 'baik', 'dari', 'kinerja', 'internetnya', 'maupun', 'dengan', 'layanan', 'cs', 'apabila', 'ada', 'kendala']",1
"['sangat', 'kecewa', 'karna', 'tertipu', 'promo', 'indihom', 'sy', 'baru', 'pasang', 'indihom', 'paket', 'odp', 'hh', 'b', 'dengan', 'keterangan', 'beba', 'aks', 'disney', 'hotstar', 'tp', 'ternyata', 'disneynya', 'tidak', 'grati', 'hr', 'tambah', 'biaya', 'b', 'sudah', 'komplen', 'ke', 'indihomecar', 'ke', 'ke', 'sale', 'nya', 'jawabannya', 'sama', 'paket', 'sy', 'katanya', 'gk', 'ada', 'bundl', 'disney', 'padah', 'sy', 'kirim', 'foto', 'brosur', 'paketnya', 'buat', 'bukti', 'klo', 'paket', 'yg', 'sy', 'ambil', 'ada', 'grati', 'disney', 'tp', 'mereka', 'semua', 'angkat', 'tangan']",-1
"['saya', 'pengguna', 'baru', 'indihom', 'saya', 'hanya', 'mendaftar', 'via', 'app', 'dan', 'besoknya', 'teknisi', 'langsung', 'datang', 'tanpa', 'repot', 'haru', 'hubungi', 'kemana', 'mana', 'tinggal', 'jentikan', 'jari', 'saja', 'dan', 'bisa', 'digunakan', 'padah', 'tempat', 'tinggal', 'saya', 'di', 'desa', 'lo', 'saya', 'bisa', 'memantau', 'pemakaian', 'via', 'app', 'sangat', 'bagu', 'aplikasinya', 'thx', 'telkom', 'id']",1
"['aplikasi', 'myindihom', 'sangat', 'membantu', 'sekali', 'menu', 'lengkap', 'bisa', 'untuk', 'mengecek', 'tagihan', 'total', 'pemakaian', 'kemudian', 'bisa', 'tambah', 'add', 'on', 'seperti', 'internet', 'kecepatan', 'dan', 'lain', 'lain', 'yang', 'menarik', 'juga', 'tentang', 'poin', 'setelah', 'pembayaran', 'bisa', 'ditukar', 'dengan', 'voucher', 'voucher', 'yang', 'bisa', 'di', 'gunakan', 'di', 'hit', 'dan', 'nya', 'my', 'indihom', 'aplikasi', 'yang', 'banyak', 'kegunaan', 'tingkatkan', 'teru', 'perbaikan', 'aplikasinya']",1
"['sudah', 'satu', 'bulan', 'lebih', 'tidak', 'bisa', 'masuk', 'aplikasi', 'cuman', 'halaman', 'depan', 'saja', 'muncul', 'sampa', 'kapan', 'belum', 'tahu', 'gitu', 'teru', 'tolong', 'diperbaiki', 'lah']",-1
"['awalnya', 'ragu', 'mau', 'pasang', 'indihom', 'tapi', 'setelah', 'dirumah', 'wow', 'internetan', 'bikin', 'senang', 'gak', 'pernah', 'bufer', 'pekerjaan', 'terbantu', 'karena', 'brows', 'dan', 'unduh', 'apapun', 'sangat', 'cepat', 'kami', 'sekeluarga', 'senang', 'sekali', 'pakai', 'indihom', 'biayanya', 'kalo', 'dihitung', 'hitung', 'sangat', 'murah', 'utk', 'sekeluarga', 'dari', 'pada', 'haru', 'beli', 'paket', 'data', 'ayo', 'jangan', 'ragu', 'pakai', 'indihom', 'dirumah']",1
"['aplikasinya', 'mudah', 'digunakan', 'fiturnya', 'lengkap', 'bisa', 'langsung', 'pengaduan', 'bila', 'ada', 'gangguan', 'langsung', 'ada', 'respon', 'langsung', 'ditangani', 'pokoknya', 'top', 'lah', 'aplikasinya']",1
"['keren', 'aplikasi', 'resmi', 'ini', 'memudahkan', 'utk', 'pengecekan', 'pembelian', 'support', 'terkait', 'indihom', 'saran', 'aplikasi', 'dibuat', 'lebih', 'user', 'friendli', 'dan', 'yg', 'mase', 'tdk', 'berfungsi', 'spt', 'kelengkaoan', 'administrasi', 'titik', 'koordinat', 'sll', 'gagal', 'teru', 'saat', 'dilakukan', 'dapat', 'diperbaiki', 'smg', 'indihom', 'dpt', 'sll', 'bersa', 'dng', 'lainnya']",1
"['sangat', 'mudah', 'dan', 'prakti', 'menunya', 'semakin', 'abdet', 'semakin', 'enak', 'dilihat', 'dan', 'di', 'gunakan', 'promo', 'nyapun', 'juga', 'sangat', 'wah', 'banget']",1
"['aplikasi', 'nya', 'bagu', 'dan', 'indihom', 'juga', 'sangat', 'cepat', 'kualita', 'luar', 'biasa', 'dan', 'tetap', 'menjadi', 'perusahaan', 'yang', 'terdepan', 'untuk', 'memenuhi', 'kebutuhan', 'aks', 'internet']",1
"['myindihom', 'beneran', 'topbgtskl', 'dengan', 'aplikasi', 'ini', 'apapun', 'masalah', 'interkoneksi', 'internetan', 'teratasi', 'dengan', 'mudah', 'dan', 'cepat', 'w', 'o', 'abi', 'pengalaman', 'sy', 'saat', 'kota', 'bandung', 'diserbu', 'guntur', 'petir', 'terdapat', 'gangguan', 'pada', 'modem', 'indihon', 'saya', 'inget', 'di', 'myindihom', 'kan', 'ada', 'layanan', 'penyampaian', 'gangguan', 'yaa', 'dicoba', 'aja', 'nah', 'setelah', 'dicoba', 'dan', 'oper', 'mengidentifikasi', 'kita', 'selaku', 'pelanggan', 'teru', 'ga', 'lama', 'saya', 'dihub', 'petuga', 'lapangan', 'ga', 'samp', 'menit', 'bere', 'tuh', 'makasih', 'indihom', 'kami', 'bangga', 'bersamamu']",1
"['aplikasi', 'ini', 'sangat', 'memudahkan', 'pengguna', 'langganan', 'indihom', 'untuk', 'berkonsultasi', 'dan', 'juga', 'mengetahui', 'info', 'terkini', 'melihat', 'tagihan', 'wifi', 'konsultasi', 'masalah', 'jaringan', 'dlm', 'aplikasi', 'ini', 'mudah', 'untuk', 'dipakai', 'udh', 'langganan', 'pakai', 'indihom', 'ga', 'mengecewakan']",1
"['aplikasi', 'nya', 'sangat', 'membantu', 'respon', 'cepat', 'saat', 'ada', 'laporan', 'gangguan', 'sekedar', 'masukan', 'mungkin', 'ada', 'apresiasi', 'bagi', 'pelanggan', 'lama', 'dalam', 'bentuk', 'promo', 'atw', 'open', 'full', 'chanel']",1
"['sangat', 'membantu', 'sekali', 'untuk', 'pelanggan', 'yang', 'mengunakan', 'layanan', 'indihom', 'teru', 'perbaiki', 'lagi', 'aplikasinya', 'kalau', 'bisa', 'di', 'tambahkan', 'tukar', 'poin', 'my', 'indihom', 'lewat', 'link', 'aja', 'malah', 'mantab']",1
"['saya', 'pernah', 'terkendala', 'jaringan', 'dikarenakan', 'listrik', 'padam', 'padah', 'banyak', 'pekerjaan', 'yang', 'huru', 'di', 'selesaikan', 'saya', 'hubungi', 'teknisi', 'di', 'menu', 'aplikasi', 'indihom', 'kurang', 'dari', 'menit', 'masalah', 'sudah', 'teratasi', 'apkikasi', 'myindihom', 'membantu', 'di', 'segala', 'bidang']",1
